Timestamp,1. What is your year of study?,2. What is your gender?,3. How often do you have difficulty falling asleep at night? ,"4. On average, how many hours of sleep do you get on a typical day?",5. How often do you wake up during the night and have trouble falling back asleep?,6. How would you rate the overall quality of your sleep?,7. How often do you experience difficulty concentrating during lectures or studying due to lack of sleep?,"8. How often do you feel fatigued during the day, affecting your ability to study or attend classes?","9. How often do you miss or skip classes due to sleep-related issues (e.g., insomnia, feeling tired)?",10. How would you describe the impact of insufficient sleep on your ability to complete assignments and meet deadlines?,"11. How often do you use electronic devices (e.g., phone, computer) before going to sleep?","12. How often do you consume caffeine (coffee, energy drinks) to stay awake or alert?",13. How often do you engage in physical activity or exercise?,14. How would you describe your stress levels related to academic workload?,15. How would you rate your overall academic performance (GPA or grades) in the past semester?
12/15/24 5:51,Graduate student,Female,Often (5-6 times a week),6-7 hours,Often (5-6 times a week),Average,Sometimes,Sometimes,Often (3-4 times a week),Moderate impact,Rarely (1-2 times a week),Often (5-6 times a week),Rarely (1-2 times a week),High stress,Good
12/15/24 5:52,Third year,Female,Often (5-6 times a week),7-8 hours,Sometimes (3-4 times a week),Very good,Sometimes,Sometimes,Sometimes (1-2 times a week),Moderate impact,Rarely (1-2 times a week),Sometimes (3-4 times a week),Sometimes (3-4 times a week),Extremely high stress,Below Average
12/15/24 5:52,Graduate student,Male,Rarely (1-2 times a week),7-8 hours,Sometimes (3-4 times a week),Very poor,Sometimes,Sometimes,Sometimes (1-2 times a week),Minor impact,Sometimes (3-4 times a week),Sometimes (3-4 times a week),Rarely (1-2 times a week),No stress,Below Average
12/15/24 5:52,Graduate student,Male,Often (5-6 times a week),7-8 hours,Every night,Very good,Always,Always,Always,Severe impact,Often (5-6 times a week),Every day,Often (5-6 times a week),Extremely high stress,Below Average
12/15/24 5:53,Third year,Female,Sometimes (3-4 times a week),6-7 hours,Often (5-6 times a week),Good,Sometimes,Sometimes,Often (3-4 times a week),Moderate impact,Sometimes (3-4 times a week),Rarely (1-2 times a week),Rarely (1-2 times a week),Low stress,Poor
12/15/24 5:53,Third year,Male,Every night,7-8 hours,Often (5-6 times a week),Good,Often,Sometimes,Often (3-4 times a week),Major impact,Every night,Every day,Every day,Extremely high stress,Below Average
12/15/24 5:53,Third year,Male,Sometimes (3-4 times a week),4-5 hours,Rarely (1-2 times a week),Good,Sometimes,Sometimes,Sometimes (1-2 times a week),Moderate impact,Often (5-6 times a week),Rarely (1-2 times a week),Often (5-6 times a week),Extremely high stress,Below Average
12/15/24 5:53,First year,Female,Every night,More than 8 hours,Often (5-6 times a week),Poor,Often,Often,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Below Average
12/15/24 5:53,Graduate student,Female,Sometimes (3-4 times a week),6-7 hours,Often (5-6 times a week),Very good,Always,Always,Always,Moderate impact,Sometimes (3-4 times a week),Often (5-6 times a week),Every day,Extremely high stress,Poor
12/15/24 5:54,First year,Female,Every night,7-8 hours,Often (5-6 times a week),Poor,Always,Sometimes,Often (3-4 times a week),Severe impact,Every night,Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Poor
12/15/24 5:54,Graduate student,Female,Rarely (1-2 times a week),6-7 hours,Sometimes (3-4 times a week),Average,Sometimes,Sometimes,Sometimes (1-2 times a week),Moderate impact,Sometimes (3-4 times a week),Often (5-6 times a week),Sometimes (3-4 times a week),Extremely high stress,Poor
12/15/24 5:54,Third year,Male,Often (5-6 times a week),7-8 hours,Every night,Very good,Always,Always,Always,Severe impact,Often (5-6 times a week),Every day,Every day,Extremely high stress,Below Average
12/15/24 5:54,Third year,Male,Sometimes (3-4 times a week),4-5 hours,Rarely (1-2 times a week),Poor,Often,Sometimes,Rarely (1-2 times a month),Moderate impact,Sometimes (3-4 times a week),Often (5-6 times a week),Sometimes (3-4 times a week),Low stress,Below Average
12/15/24 5:54,Graduate student,Female,Every night,7-8 hours,Often (5-6 times a week),Very good,Often,Often,Always,Major impact,Often (5-6 times a week),Every day,Often (5-6 times a week),Extremely high stress,Average
12/15/24 5:55,Graduate student,Female,Every night,More than 8 hours,Every night,Very good,Often,Always,Often (3-4 times a week),Severe impact,Every night,Every day,Every day,Extremely high stress,Poor
12/15/24 5:55,Second year,Female,Sometimes (3-4 times a week),7-8 hours,Sometimes (3-4 times a week),Average,Sometimes,Rarely,Sometimes (1-2 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Below Average
12/15/24 5:55,Third year,Male,Often (5-6 times a week),6-7 hours,Often (5-6 times a week),Good,Often,Sometimes,Often (3-4 times a week),Severe impact,Every night,Every day,Every day,Extremely high stress,Poor
12/15/24 5:55,Second year,Male,Sometimes (3-4 times a week),6-7 hours,Rarely (1-2 times a week),Very poor,Never,Sometimes,Rarely (1-2 times a month),Moderate impact,Rarely (1-2 times a week),Sometimes (3-4 times a week),Never,High stress,Below Average
12/15/24 5:55,Graduate student,Female,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very good,Always,Always,Always,Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Below Average
12/15/24 5:55,Third year,Male,Sometimes (3-4 times a week),6-7 hours,Never,Poor,Sometimes,Sometimes,Rarely (1-2 times a month),Moderate impact,Sometimes (3-4 times a week),Sometimes (3-4 times a week),Sometimes (3-4 times a week),Low stress,Good
12/15/24 5:55,Graduate student,Male,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Very good,Always,Always,Always,Major impact,Every night,Often (5-6 times a week),Every day,Extremely high stress,Below Average
12/15/24 5:56,Second year,Female,Sometimes (3-4 times a week),7-8 hours,Rarely (1-2 times a week),Poor,Never,Never,Often (3-4 times a week),Moderate impact,Rarely (1-2 times a week),Rarely (1-2 times a week),Sometimes (3-4 times a week),High stress,Average
12/15/24 5:56,Graduate student,Male,Every night,7-8 hours,Often (5-6 times a week),Very good,Always,Always,Often (3-4 times a week),Severe impact,Every night,Every day,Every day,Extremely high stress,Average
12/15/24 5:56,Second year,Male,Never,6-7 hours,Rarely (1-2 times a week),Good,Always,Never,Sometimes (1-2 times a week),Moderate impact,Sometimes (3-4 times a week),Never,Rarely (1-2 times a week),Low stress,Poor
12/15/24 5:56,Second year,Female,Often (5-6 times a week),7-8 hours,Never,Very poor,Never,Never,Never,No impact,Never,Never,Never,No stress,Good
12/15/24 5:56,Second year,Female,Every night,More than 8 hours,Every night,Very good,Sometimes,Always,Always,Severe impact,Often (5-6 times a week),Every day,Every day,Extremely high stress,Poor
12/15/24 5:56,Second year,Female,Sometimes (3-4 times a week),4-5 hours,Never,Very poor,Sometimes,Rarely,Rarely (1-2 times a month),Minor impact,Every night,Never,Sometimes (3-4 times a week),Extremely high stress,Poor
12/15/24 5:56,Third year,Female,Every night,7-8 hours,Sometimes (3-4 times a week),Very good,Rarely,Always,Always,Severe impact,Often (5-6 times a week),Every day,Every day,Extremely high stress,Below Average
12/15/24 5:56,Second year,Male,Every night,7-8 hours,Often (5-6 times a week),Very good,Always,Always,Often (3-4 times a week),Major impact,Every night,Rarely (1-2 times a week),Never,High stress,Average
12/15/24 5:57,Graduate student,Female,Sometimes (3-4 times a week),7-8 hours,Every night,Very good,Sometimes,Sometimes,Sometimes (1-2 times a week),Severe impact,Often (5-6 times a week),Every day,Often (5-6 times a week),Extremely high stress,Below Average
12/15/24 5:57,Graduate student,Female,Never,Less than 4 hours,Often (5-6 times a week),Good,Sometimes,Never,Never,Minor impact,Sometimes (3-4 times a week),Sometimes (3-4 times a week),Sometimes (3-4 times a week),Low stress,Good
12/15/24 5:57,First year,Female,Sometimes (3-4 times a week),Less than 4 hours,Never,Poor,Never,Rarely,Always,Moderate impact,Never,Sometimes (3-4 times a week),Sometimes (3-4 times a week),High stress,Average
12/15/24 5:57,Graduate student,Female,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Good,Often,Often,Often (3-4 times a week),Severe impact,Every night,Every day,Sometimes (3-4 times a week),Extremely high stress,Poor
12/15/24 5:57,Graduate student,Female,Sometimes (3-4 times a week),More than 8 hours,Sometimes (3-4 times a week),Average,Sometimes,Rarely,Often (3-4 times a week),Moderate impact,Sometimes (3-4 times a week),Every day,Often (5-6 times a week),High stress,Average
12/15/24 5:57,Third year,Female,Every night,7-8 hours,Every night,Very good,Always,Often,Often (3-4 times a week),Major impact,Every night,Often (5-6 times a week),Every day,High stress,Poor
12/15/24 5:57,Second year,Female,Sometimes (3-4 times a week),Less than 4 hours,Rarely (1-2 times a week),Poor,Rarely,Rarely,Rarely (1-2 times a month),Moderate impact,Never,Rarely (1-2 times a week),Never,Low stress,Average
12/15/24 5:57,Third year,Female,Sometimes (3-4 times a week),4-5 hours,Never,Poor,Rarely,Never,Never,Moderate impact,Rarely (1-2 times a week),Sometimes (3-4 times a week),Sometimes (3-4 times a week),Extremely high stress,Poor
12/15/24 5:57,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Good,Often,Often,Often (3-4 times a week),Major impact,Sometimes (3-4 times a week),Every day,Every day,Extremely high stress,Below Average
12/15/24 5:58,Third year,Female,Often (5-6 times a week),4-5 hours,Never,Poor,Never,Rarely,Sometimes (1-2 times a week),Minor impact,Sometimes (3-4 times a week),Sometimes (3-4 times a week),Often (5-6 times a week),Low stress,Average
12/15/24 5:58,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Good,Often,Often,Always,Severe impact,Every night,Often (5-6 times a week),Every day,Extremely high stress,Average
12/15/24 5:58,Third year,Male,Sometimes (3-4 times a week),6-7 hours,Rarely (1-2 times a week),Average,Rarely,Sometimes,Rarely (1-2 times a month),No impact,Rarely (1-2 times a week),Rarely (1-2 times a week),Often (5-6 times a week),Extremely high stress,Below Average
12/15/24 5:58,Third year,Female,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Good,Often,Often,Always,Severe impact,Often (5-6 times a week),Every day,Every day,High stress,Below Average
12/15/24 5:58,Second year,Female,Often (5-6 times a week),More than 8 hours,Sometimes (3-4 times a week),Poor,Rarely,Never,Rarely (1-2 times a month),No impact,Sometimes (3-4 times a week),Rarely (1-2 times a week),Sometimes (3-4 times a week),High stress,Average
12/15/24 5:59,Third year,Male,Often (5-6 times a week),More than 8 hours,Every night,Very good,Always,Always,Often (3-4 times a week),Severe impact,Every night,Often (5-6 times a week),Every day,Extremely high stress,Below Average
12/15/24 5:59,Third year,Male,Often (5-6 times a week),More than 8 hours,Sometimes (3-4 times a week),Poor,Never,Never,Never,Minor impact,Never,Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Below Average
12/15/24 5:59,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Good,Often,Often,Always,Severe impact,Often (5-6 times a week),Every day,Every day,Extremely high stress,Average
12/15/24 5:59,Third year,Female,Sometimes (3-4 times a week),6-7 hours,Rarely (1-2 times a week),Poor,Never,Never,Sometimes (1-2 times a week),Minor impact,Sometimes (3-4 times a week),Rarely (1-2 times a week),Rarely (1-2 times a week),High stress,Average
12/15/24 5:59,Third year,Female,Often (5-6 times a week),7-8 hours,Rarely (1-2 times a week),Good,Sometimes,Rarely,Sometimes (1-2 times a week),Moderate impact,Rarely (1-2 times a week),Rarely (1-2 times a week),Never,No stress,Excellent
12/15/24 5:59,Third year,Male,Sometimes (3-4 times a week),7-8 hours,Often (5-6 times a week),Good,Often,Always,Always,Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Poor
12/15/24 6:00,Graduate student,Male,Every night,7-8 hours,Often (5-6 times a week),Good,Often,Often,Often (3-4 times a week),Major impact,Every night,Every day,Often (5-6 times a week),Extremely high stress,Poor
12/15/24 6:00,Second year,Female,Often (5-6 times a week),4-5 hours,Rarely (1-2 times a week),Very poor,Sometimes,Never,Rarely (1-2 times a month),Minor impact,Rarely (1-2 times a week),Often (5-6 times a week),Sometimes (3-4 times a week),High stress,Good
12/15/24 6:00,Graduate student,Female,Often (5-6 times a week),6-7 hours,Every night,Good,Often,Often,Sometimes (1-2 times a week),Moderate impact,Every night,Often (5-6 times a week),Every day,Extremely high stress,Below Average
12/15/24 6:00,Third year,Male,Rarely (1-2 times a week),More than 8 hours,Often (5-6 times a week),Very good,Often,Sometimes,Sometimes (1-2 times a week),Minor impact,Never,Rarely (1-2 times a week),Sometimes (3-4 times a week),Extremely high stress,Poor
12/15/24 6:00,Third year,Male,Every night,7-8 hours,Often (5-6 times a week),Very good,Always,Always,Always,Major impact,Every night,Every day,Often (5-6 times a week),High stress,Below Average
12/15/24 6:00,Second year,Male,Rarely (1-2 times a week),6-7 hours,Never,Good,Sometimes,Sometimes,Rarely (1-2 times a month),Moderate impact,Rarely (1-2 times a week),Sometimes (3-4 times a week),Sometimes (3-4 times a week),Low stress,Average
12/15/24 6:00,Graduate student,Male,Every night,7-8 hours,Every night,Very good,Sometimes,Often,Always,Severe impact,Every night,Often (5-6 times a week),Every day,Extremely high stress,Below Average
12/15/24 6:01,Third year,Female,Sometimes (3-4 times a week),4-5 hours,Never,Very poor,Never,Rarely,Never,Moderate impact,Sometimes (3-4 times a week),Rarely (1-2 times a week),Rarely (1-2 times a week),High stress,Average
12/15/24 6:01,Third year,Female,Every night,7-8 hours,Every night,Very good,Often,Always,Often (3-4 times a week),Major impact,Every night,Every day,Often (5-6 times a week),Extremely high stress,Poor
12/15/24 6:01,Third year,Male,Often (5-6 times a week),7-8 hours,Every night,Good,Always,Often,Often (3-4 times a week),Major impact,Every night,Often (5-6 times a week),Often (5-6 times a week),High stress,Average
12/15/24 6:01,Graduate student,Female,Sometimes (3-4 times a week),4-5 hours,Rarely (1-2 times a week),Average,Sometimes,Sometimes,Rarely (1-2 times a month),Major impact,Often (5-6 times a week),Rarely (1-2 times a week),Sometimes (3-4 times a week),High stress,Good
12/15/24 6:01,First year,Male,Sometimes (3-4 times a week),Less than 4 hours,Rarely (1-2 times a week),Good,Often,Never,Never,No impact,Never,Rarely (1-2 times a week),Every day,High stress,Below Average
12/15/24 6:01,Graduate student,Female,Rarely (1-2 times a week),6-7 hours,Never,Poor,Sometimes,Rarely,Rarely (1-2 times a month),No impact,Never,Rarely (1-2 times a week),Sometimes (3-4 times a week),Extremely high stress,Good
12/15/24 6:01,First year,Male,Rarely (1-2 times a week),6-7 hours,Sometimes (3-4 times a week),Very good,Never,Never,Rarely (1-2 times a month),Severe impact,Never,Never,Sometimes (3-4 times a week),High stress,Excellent
12/15/24 6:01,Third year,Female,Sometimes (3-4 times a week),Less than 4 hours,Every night,Good,Always,Always,Always,Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Poor
12/15/24 6:02,Graduate student,Female,Often (5-6 times a week),More than 8 hours,Sometimes (3-4 times a week),Very poor,Never,Never,Rarely (1-2 times a month),Moderate impact,Never,Sometimes (3-4 times a week),Rarely (1-2 times a week),Extremely high stress,Below Average
12/15/24 6:02,Graduate student,Male,Every night,More than 8 hours,Every night,Very good,Often,Often,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Below Average
